Step,Validation Loss,Optimizer,Architecture,Attention Type,Weight Tying,Attention Sink
3.0,3.2979052305221557,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
4.0,3.2817314147949217,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
5.0,3.225865924358368,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
6.0,3.1310298085212707,LION,MoE,Sliding Window,Untied Weights,No Sink (Gated)
0.0,4.998441076278686,LION,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.2326438307762144,LION,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,3.6262935042381286,LION,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,3.1219775319099425,LION,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,2.9689576864242553,LION,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,2.9250752210617064,LION,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,2.897215700149536,LION,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,4.914696455001831,LION,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.2009735226631166,LION,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,3.203096306324005,LION,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,3.2273860335350038,LION,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,3.241217827796936,LION,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,3.2139734268188476,LION,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,3.192960500717163,LION,MoE,Sliding Window,Tied Weights,Standard Attention
7.0,3.1673149347305296,LION,MoE,Sliding Window,Tied Weights,Standard Attention
8.0,3.1579891204833985,LION,MoE,Sliding Window,Tied Weights,Standard Attention
9.0,3.150036907196045,LION,MoE,Sliding Window,Tied Weights,Standard Attention
10.0,3.1441168785095215,LION,MoE,Sliding Window,Tied Weights,Standard Attention
11.0,3.136075294017792,LION,MoE,Sliding Window,Tied Weights,Standard Attention
12.0,3.1314024448394777,LION,MoE,Sliding Window,Tied Weights,Standard Attention
13.0,3.133845353126526,LION,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,5.148908114433288,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.26220383644104,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,3.2365732192993164,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,3.214964306354523,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,3.2087944865226747,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,5.123597359657287,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.1893744707107543,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,3.1863242268562315,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,3.069269573688507,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,3.0253053069114686,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,2.984284996986389,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,2.8394977331161497,ADAFACTOR,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,5.0369268417358395,LION,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.116029965877533,LION,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,2.902321088314056,LION,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,2.813890814781189,LION,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,2.7495775699615477,LION,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,2.755493426322937,LION,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,2.7921241760253905,LION,MoE,Sliding Window,Tied Weights,Standard Attention
7.0,2.797068512439728,LION,MoE,Sliding Window,Tied Weights,Standard Attention
8.0,2.8394094705581665,LION,MoE,Sliding Window,Tied Weights,Standard Attention
9.0,2.795820713043213,LION,MoE,Sliding Window,Tied Weights,Standard Attention
10.0,2.788545918464661,LION,MoE,Sliding Window,Tied Weights,Standard Attention
11.0,2.777919256687164,LION,MoE,Sliding Window,Tied Weights,Standard Attention
12.0,2.777364504337311,LION,MoE,Sliding Window,Tied Weights,Standard Attention
13.0,2.762185049057007,LION,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,5.024503421783447,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
1.0,3.1665683150291444,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
2.0,3.149535346031189,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
3.0,3.144722604751587,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
4.0,3.057723009586334,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
5.0,2.968297600746155,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
6.0,3.0625571966171266,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
7.0,3.0608739137649534,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
8.0,3.06061646938324,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
9.0,3.051431405544281,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
10.0,2.9620502471923826,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
11.0,2.9118182182312013,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
12.0,2.8684606671333315,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
13.0,2.859818363189697,LION,MoE,Sliding Window,Tied Weights,No Sink (Gated)
0.0,4.6001704454422,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.9923148155212402,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.9800794959068297,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.976313090324402,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.9704731941223144,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.932682287693024,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.8625385642051695,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,5.209514737129211,LION,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.164470076560974,LION,MoE,Full Context,Untied Weights,Standard Attention
2.0,3.129599928855896,LION,MoE,Full Context,Untied Weights,Standard Attention
3.0,3.1256720542907717,LION,MoE,Full Context,Untied Weights,Standard Attention
4.0,3.227316951751709,LION,MoE,Full Context,Untied Weights,Standard Attention
5.0,3.206224513053894,LION,MoE,Full Context,Untied Weights,Standard Attention
6.0,3.1867157220840454,LION,MoE,Full Context,Untied Weights,Standard Attention
7.0,3.1704448103904723,LION,MoE,Full Context,Untied Weights,Standard Attention
8.0,3.1346522212028503,LION,MoE,Full Context,Untied Weights,Standard Attention
9.0,3.0117679476737975,LION,MoE,Full Context,Untied Weights,Standard Attention
10.0,2.961459827423096,LION,MoE,Full Context,Untied Weights,Standard Attention
11.0,2.9438550233840943,LION,MoE,Full Context,Untied Weights,Standard Attention
0.0,5.183968615531922,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.480164349079132,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,3.709265375137329,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,3.584022605419159,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,3.3019938707351684,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,3.196249616146088,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,3.1534973859786986,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
7.0,3.126881170272827,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
8.0,3.123771870136261,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
9.0,3.0796781182289124,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
10.0,3.0558025598526,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
11.0,3.0451496481895446,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
12.0,3.0237446784973145,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
13.0,3.0237466216087343,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.715806412696838,LION,Dense,Full Context,Tied Weights,Standard Attention
1.0,2.9923457145690917,LION,Dense,Full Context,Tied Weights,Standard Attention
2.0,2.98111834526062,LION,Dense,Full Context,Tied Weights,Standard Attention
3.0,2.9780317544937134,LION,Dense,Full Context,Tied Weights,Standard Attention
4.0,2.977747714519501,LION,Dense,Full Context,Tied Weights,Standard Attention
5.0,2.971896934509277,LION,Dense,Full Context,Tied Weights,Standard Attention
0.0,5.0709408044815065,LION,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,3.015253710746765,LION,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.9994242906570436,LION,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.995220398902893,LION,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,2.995085370540619,LION,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,2.9849250078201295,LION,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,2.983762967586517,LION,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,2.977714312076569,LION,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,2.9823300719261168,LION,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,2.979900026321411,LION,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,5.0627923011779785,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.2470498204231264,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,3.119568920135498,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,3.073804271221161,LION,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,4.741515254974365,LION,MoE,Full Context,Tied Weights,Standard Attention
1.0,3.199336493015289,LION,MoE,Full Context,Tied Weights,Standard Attention
2.0,3.2091384649276735,LION,MoE,Full Context,Tied Weights,Standard Attention
3.0,3.109496557712555,LION,MoE,Full Context,Tied Weights,Standard Attention
4.0,3.1739538669586183,LION,MoE,Full Context,Tied Weights,Standard Attention
5.0,3.112079453468323,LION,MoE,Full Context,Tied Weights,Standard Attention
6.0,3.127504885196686,LION,MoE,Full Context,Tied Weights,Standard Attention
7.0,3.1309541702270507,LION,MoE,Full Context,Tied Weights,Standard Attention
8.0,3.1152578711509706,LION,MoE,Full Context,Tied Weights,Standard Attention
9.0,3.109166753292084,LION,MoE,Full Context,Tied Weights,Standard Attention
10.0,3.106497085094452,LION,MoE,Full Context,Tied Weights,Standard Attention
11.0,3.100112593173981,LION,MoE,Full Context,Tied Weights,Standard Attention
0.0,4.946201777458191,LION,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.6927682399749755,LION,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,3.848080563545227,LION,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,3.686896574497223,LION,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,3.5937312841415405,LION,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,3.575901198387146,LION,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,3.5740814089775084,LION,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,5.124771857261658,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,3.0604504466056826,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.971044731140137,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.9510802030563354,ADAFACTOR,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,4.99100546836853,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
1.0,2.6558305382728578,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
2.0,2.299913728237152,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
3.0,2.0949391961097716,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
4.0,1.967545211315155,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
5.0,1.8700086772441864,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
6.0,1.8127150177955627,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
7.0,1.770368653535843,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
8.0,1.7362720310688018,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
9.0,1.7292452216148377,LION,Dense,Sliding Window,Untied Weights,No Sink (Gated)
0.0,5.2127423763275145,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.242119812965393,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
2.0,3.1393106460571287,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
3.0,3.1247456073760986,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
0.0,4.987940406799316,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.931488502025604,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.5966979265213013,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.4160548210144044,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.2630938291549683,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.187986409664154,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
6.0,2.1524330615997314,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,4.657481050491333,LION,Dense,Sliding Window,Untied Weights,Standard Attention
1.0,2.8903143286705015,LION,Dense,Sliding Window,Untied Weights,Standard Attention
2.0,2.5403231501579286,LION,Dense,Sliding Window,Untied Weights,Standard Attention
3.0,2.3304835200309753,LION,Dense,Sliding Window,Untied Weights,Standard Attention
4.0,2.174615466594696,LION,Dense,Sliding Window,Untied Weights,Standard Attention
5.0,2.0515308499336244,LION,Dense,Sliding Window,Untied Weights,Standard Attention
6.0,1.9727201104164123,LION,Dense,Sliding Window,Untied Weights,Standard Attention
7.0,1.9025049388408661,LION,Dense,Sliding Window,Untied Weights,Standard Attention
8.0,1.85262411236763,LION,Dense,Sliding Window,Untied Weights,Standard Attention
9.0,1.816690319776535,LION,Dense,Sliding Window,Untied Weights,Standard Attention
10.0,1.7866827487945556,LION,Dense,Sliding Window,Untied Weights,Standard Attention
11.0,1.7825133740901946,LION,Dense,Sliding Window,Untied Weights,Standard Attention
0.0,5.387422204017639,LION,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.003840112686157,LION,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,2.5788708090782166,LION,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,2.3939013838768006,LION,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,5.21963140964508,LION,MoE,Sliding Window,Untied Weights,Standard Attention
1.0,3.048669362068176,LION,MoE,Sliding Window,Untied Weights,Standard Attention
2.0,2.9661515235900877,LION,MoE,Sliding Window,Untied Weights,Standard Attention
3.0,2.675807237625122,LION,MoE,Sliding Window,Untied Weights,Standard Attention
4.0,2.4346845984458922,LION,MoE,Sliding Window,Untied Weights,Standard Attention
5.0,2.265041136741638,LION,MoE,Sliding Window,Untied Weights,Standard Attention
6.0,2.1459933519363403,LION,MoE,Sliding Window,Untied Weights,Standard Attention
7.0,2.0595725893974306,LION,MoE,Sliding Window,Untied Weights,Standard Attention
8.0,2.010988485813141,LION,MoE,Sliding Window,Untied Weights,Standard Attention
9.0,1.9762062013149262,LION,MoE,Sliding Window,Untied Weights,Standard Attention
10.0,1.9519086003303527,LION,MoE,Sliding Window,Untied Weights,Standard Attention
11.0,1.9471669375896454,LION,MoE,Sliding Window,Untied Weights,Standard Attention
0.0,4.91223304271698,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
1.0,2.99508318901062,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
2.0,2.98618004322052,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
3.0,2.9830692291259764,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
4.0,2.9778504729270936,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
5.0,2.949801516532898,LION,Dense,Full Context,Untied Weights,No Sink (Gated)
0.0,5.07995228767395,LION,MoE,Sliding Window,Tied Weights,Standard Attention
1.0,3.1160155296325684,LION,MoE,Sliding Window,Tied Weights,Standard Attention
2.0,2.7833418250083923,LION,MoE,Sliding Window,Tied Weights,Standard Attention
3.0,2.508989655971527,LION,MoE,Sliding Window,Tied Weights,Standard Attention
4.0,2.3318718671798706,LION,MoE,Sliding Window,Tied Weights,Standard Attention
5.0,2.223784303665161,LION,MoE,Sliding Window,Tied Weights,Standard Attention
6.0,2.1571946263313295,LION,MoE,Sliding Window,Tied Weights,Standard Attention
7.0,2.1075026869773863,LION,MoE,Sliding Window,Tied Weights,Standard Attention
8.0,2.0898126125335694,LION,MoE,Sliding Window,Tied Weights,Standard Attention
9.0,2.0788861989974974,LION,MoE,Sliding Window,Tied Weights,Standard Attention
0.0,4.825255799293518,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,2.698391914367676,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
2.0,2.489991641044617,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.3232253909111025,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.2205618977546693,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
5.0,2.142036426067352,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
6.0,2.1034822821617127,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
7.0,2.04941189289093,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
8.0,2.023570442199707,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
9.0,2.007129406929016,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
10.0,1.9871318936347961,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
11.0,1.9701720833778382,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
12.0,1.942585176229477,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
13.0,1.9448281466960906,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,4.898321437835693,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
1.0,2.999579334259033,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
2.0,2.982814371585846,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
3.0,2.9842647314071655,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
4.0,2.9750305891036986,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
5.0,2.9187077641487122,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
6.0,2.860852527618408,LION,Dense,Full Context,Tied Weights,No Sink (Gated)
0.0,5.130513620376587,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
1.0,2.7456440806388853,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
2.0,2.5211131453514097,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
3.0,2.4057196259498594,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
4.0,2.3111322641372682,LION,MoE,Full Context,Tied Weights,No Sink (Gated)
0.0,5.0749900341033936,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
1.0,3.03888863325119,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
2.0,2.7254693865776063,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
3.0,2.540601372718811,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
4.0,2.3888595700263977,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
5.0,2.3033129572868347,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
6.0,2.2687899231910706,ADAFACTOR,MoE,Full Context,Untied Weights,No Sink (Gated)
0.0,5.106774306297302,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
1.0,3.2685077667236326,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
2.0,3.2004974722862243,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
3.0,3.1810887336730955,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
4.0,3.0863438844680786,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
5.0,2.8578401803970337,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
6.0,2.7373554706573486,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
7.0,2.6596565008163453,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
8.0,2.610656213760376,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
9.0,2.5797634363174438,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
10.0,2.5754435658454895,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
11.0,2.574132204055786,ADAFACTOR,MoE,Full Context,Untied Weights,Standard Attention
